SRR13612812	SRR13612813	SRR13612814	SRR13612912	SRR13612913	SRR13612914	SRR13612915
ASV.818	0	0	8	0	0	0	0
ASV.819	0	0	8	0	0	0	0
ASV.820	0	0	0	8	0	0	0
ASV.821	0	0	0	8	0	0	0
ASV.822	0	0	0	8	0	0	0
ASV.824	0	0	0	8	0	0	0
ASV.825	0	0	0	8	0	0	0
ASV.826	0	0	0	8	0	0	0
ASV.827	0	0	0	8	0	0	0
ASV.828	0	0	0	8	0	0	0
ASV.829	0	0	0	8	0	0	0
ASV.830	0	0	0	8	0	0	0
ASV.831	0	0	0	8	0	0	0
ASV.832	0	0	0	8	0	0	0
ASV.833	0	0	0	8	0	0	0
ASV.834	0	0	0	8	0	0	0
ASV.835	0	0	0	8	0	0	0
ASV.836	0	0	0	8	0	0	0
ASV.837	0	0	0	8	0	0	0
ASV.838	0	0	0	8	0	0	0
ASV.842	0	0	0	8	0	0	0
ASV.843	0	0	0	8	0	0	0
ASV.844	0	0	0	8	0	0	0
ASV.845	0	0	0	0	8	0	0
ASV.846	0	0	0	0	8	0	0
ASV.847	0	0	0	0	8	0	0
ASV.848	0	0	0	0	8	0	0
ASV.849	0	0	0	0	0	8	0
ASV.850	0	0	0	0	0	8	0
ASV.851	0	0	0	0	0	8	0
ASV.853	0	0	0	0	0	8	0
ASV.854	0	0	0	0	0	8	0
ASV.855	0	0	0	0	0	8	0
ASV.856	0	0	0	0	0	8	0
ASV.857	0	0	0	0	0	8	0
ASV.858	0	0	0	0	0	8	0
ASV.859	0	0	0	0	0	8	0
ASV.861	7	0	0	0	0	0	0
ASV.863	3	0	4	0	0	0	0
ASV.864	4	0	3	0	0	0	0
ASV.865	7	0	0	0	0	0	0
ASV.868	7	0	0	0	0	0	0
ASV.869	7	0	0	0	0	0	0
ASV.870	7	0	0	0	0	0	0
ASV.871	3	0	0	0	4	0	0
ASV.872	7	0	0	0	0	0	0
ASV.873	0	4	3	0	0	0	0
ASV.874	0	7	0	0	0	0	0
ASV.875	0	7	0	0	0	0	0
ASV.876	0	7	0	0	0	0	0
ASV.877	0	7	0	0	0	0	0
ASV.878	0	7	0	0	0	0	0
ASV.879	0	7	0	0	0	0	0
ASV.880	0	7	0	0	0	0	0
ASV.881	0	7	0	0	0	0	0
ASV.882	0	7	0	0	0	0	0
ASV.883	0	0	7	0	0	0	0
ASV.884	0	0	7	0	0	0	0
ASV.885	0	0	7	0	0	0	0
ASV.886	0	0	7	0	0	0	0
ASV.887	0	0	7	0	0	0	0
ASV.889	0	0	7	0	0	0	0
ASV.890	0	0	7	0	0	0	0
ASV.891	0	0	0	7	0	0	0
ASV.892	0	0	0	7	0	0	0
ASV.893	0	0	0	7	0	0	0
ASV.895	0	0	0	7	0	0	0
ASV.899	0	0	0	7	0	0	0
ASV.900	0	0	0	7	0	0	0
ASV.901	0	0	0	7	0	0	0
ASV.902	0	0	0	7	0	0	0
ASV.903	0	0	0	7	0	0	0
ASV.905	0	0	0	7	0	0	0
ASV.906	0	0	0	7	0	0	0
ASV.907	0	0	0	7	0	0	0
ASV.908	0	0	0	7	0	0	0
ASV.910	0	0	0	7	0	0	0
ASV.913	0	0	0	7	0	0	0
ASV.914	0	0	0	7	0	0	0
ASV.915	0	0	0	7	0	0	0
ASV.916	0	0	0	7	0	0	0
ASV.917	0	0	0	7	0	0	0
ASV.918	0	0	0	7	0	0	0
ASV.919	0	0	0	7	0	0	0
ASV.920	0	0	0	7	0	0	0
ASV.921	0	0	0	7	0	0	0
ASV.922	0	0	0	7	0	0	0
ASV.923	0	0	0	7	0	0	0
ASV.924	0	0	0	0	7	0	0
ASV.925	0	0	0	0	7	0	0
ASV.926	0	0	0	0	2	0	5
ASV.927	0	0	0	0	7	0	0
ASV.928	0	0	0	0	7	0	0
ASV.929	0	0	0	0	7	0	0
ASV.930	0	0	0	0	7	0	0
ASV.931	0	0	0	0	4	3	0
ASV.933	0	0	0	0	7	0	0
ASV.934	0	0	0	0	0	7	0
ASV.935	0	0	0	0	0	7	0
ASV.936	0	0	0	0	0	7	0
ASV.937	0	0	0	0	0	7	0
ASV.938	0	0	0	0	0	3	4
ASV.939	0	0	0	0	0	7	0
ASV.940	0	0	0	0	0	7	0
ASV.941	0	0	0	0	0	7	0
ASV.942	0	0	0	0	0	7	0
ASV.943	0	0	0	0	0	0	7
ASV.944	0	0	0	0	0	0	7
ASV.945	0	0	0	0	0	0	7
ASV.946	0	0	0	0	0	0	7
ASV.947	0	0	0	0	0	0	7
ASV.948	6	0	0	0	0	0	0
ASV.949	6	0	0	0	0	0	0
ASV.950	6	0	0	0	0	0	0
ASV.951	6	0	0	0	0	0	0
ASV.952	6	0	0	0	0	0	0
ASV.953	6	0	0	0	0	0	0
ASV.954	6	0	0	0	0	0	0
ASV.955	6	0	0	0	0	0	0
ASV.956	6	0	0	0	0	0	0
ASV.957	6	0	0	0	0	0	0
ASV.958	6	0	0	0	0	0	0
ASV.959	6	0	0	0	0	0	0
ASV.960	6	0	0	0	0	0	0
ASV.961	6	0	0	0	0	0	0
ASV.962	3	0	3	0	0	0	0
ASV.963	6	0	0	0	0	0	0
ASV.964	0	4	2	0	0	0	0
ASV.965	0	6	0	0	0	0	0
ASV.966	0	4	2	0	0	0	0
ASV.967	0	6	0	0	0	0	0
ASV.968	0	6	0	0	0	0	0
ASV.969	0	6	0	0	0	0	0
ASV.970	0	6	0	0	0	0	0
ASV.971	0	6	0	0	0	0	0
ASV.973	0	6	0	0	0	0	0
ASV.974	0	6	0	0	0	0	0
ASV.975	0	6	0	0	0	0	0
ASV.976	0	6	0	0	0	0	0
ASV.977	0	6	0	0	0	0	0
ASV.978	0	6	0	0	0	0	0
ASV.979	0	6	0	0	0	0	0
ASV.981	0	0	6	0	0	0	0
ASV.982	0	0	6	0	0	0	0
ASV.983	0	0	6	0	0	0	0
ASV.984	0	0	2	0	0	4	0
ASV.986	0	0	6	0	0	0	0
ASV.987	0	0	6	0	0	0	0
ASV.988	0	0	6	0	0	0	0
ASV.989	0	0	6	0	0	0	0
ASV.990	0	0	6	0	0	0	0
ASV.991	0	0	6	0	0	0	0
ASV.992	0	0	6	0	0	0	0
ASV.993	0	0	6	0	0	0	0
ASV.994	0	0	6	0	0	0	0
ASV.996	0	0	6	0	0	0	0
ASV.998	0	0	0	6	0	0	0
ASV.999	0	0	0	6	0	0	0
ASV.1000	0	0	0	6	0	0	0
ASV.1001	0	0	0	6	0	0	0
ASV.1002	0	0	0	6	0	0	0
ASV.1003	0	0	0	6	0	0	0
ASV.1004	0	0	0	6	0	0	0
ASV.1005	0	0	0	6	0	0	0
ASV.1006	0	0	0	6	0	0	0
ASV.1009	0	0	0	6	0	0	0
ASV.1010	0	0	0	6	0	0	0
ASV.1011	0	0	0	6	0	0	0
ASV.1013	0	0	0	6	0	0	0
ASV.1015	0	0	0	6	0	0	0
ASV.1017	0	0	0	6	0	0	0
ASV.1018	0	0	0	6	0	0	0
ASV.1019	0	0	0	6	0	0	0
ASV.1020	0	0	0	6	0	0	0
ASV.1021	0	0	0	6	0	0	0
ASV.1022	0	0	0	6	0	0	0
ASV.1023	0	0	0	6	0	0	0
ASV.1024	0	0	0	6	0	0	0
ASV.1025	0	0	0	6	0	0	0
ASV.1027	0	0	0	6	0	0	0
ASV.1029	0	0	0	6	0	0	0
ASV.1030	0	0	0	6	0	0	0
ASV.1032	0	0	0	6	0	0	0
ASV.1034	0	0	0	6	0	0	0
ASV.1035	0	0	0	0	6	0	0
ASV.1036	0	0	0	0	6	0	0
ASV.1037	0	0	0	0	6	0	0
ASV.1038	0	0	0	0	3	3	0
ASV.1039	0	0	0	0	6	0	0
ASV.1040	0	0	0	0	6	0	0
ASV.1041	0	0	0	0	6	0	0
ASV.1042	0	0	0	0	6	0	0
ASV.1043	0	0	0	0	6	0	0
ASV.1044	0	0	0	0	4	2	0
ASV.1045	0	0	0	0	6	0	0
ASV.1046	0	0	0	0	6	0	0
ASV.1047	0	0	0	0	6	0	0
ASV.1049	0	0	0	0	6	0	0
ASV.1050	0	0	0	0	6	0	0
ASV.1051	0	0	0	0	0	6	0
ASV.1052	0	0	0	0	0	6	0
ASV.1053	0	0	0	0	0	6	0
ASV.1054	0	0	0	0	0	6	0
ASV.1055	0	0	0	0	0	6	0
ASV.1056	0	0	0	0	0	6	0
ASV.1057	0	0	0	0	0	6	0
ASV.1058	0	0	0	0	0	6	0
ASV.1060	0	0	0	0	0	6	0
ASV.1061	0	0	0	0	0	6	0
ASV.1063	0	0	0	0	0	6	0
ASV.1065	0	0	0	0	0	6	0
ASV.1066	0	0	0	0	0	6	0
ASV.1067	0	0	0	0	0	6	0
ASV.1068	0	0	0	0	0	0	6
ASV.1069	0	0	0	0	0	0	6
ASV.1070	0	0	0	0	0	0	6
ASV.1071	0	0	0	0	0	0	6
ASV.1072	0	0	0	0	0	0	6
ASV.1073	0	0	0	0	0	0	6
ASV.1074	5	0	0	0	0	0	0
ASV.1075	5	0	0	0	0	0	0
ASV.1076	5	0	0	0	0	0	0
ASV.1077	3	2	0	0	0	0	0
ASV.1078	5	0	0	0	0	0	0
ASV.1079	5	0	0	0	0	0	0
ASV.1081	5	0	0	0	0	0	0
ASV.1082	5	0	0	0	0	0	0
ASV.1083	5	0	0	0	0	0	0
ASV.1084	5	0	0	0	0	0	0
ASV.1085	5	0	0	0	0	0	0
ASV.1086	5	0	0	0	0	0	0
ASV.1087	5	0	0	0	0	0	0
ASV.1088	5	0	0	0	0	0	0
ASV.1089	5	0	0	0	0	0	0
ASV.1090	5	0	0	0	0	0	0
ASV.1091	3	2	0	0	0	0	0
ASV.1092	2	3	0	0	0	0	0
ASV.1093	5	0	0	0	0	0	0
ASV.1094	5	0	0	0	0	0	0
ASV.1095	5	0	0	0	0	0	0
ASV.1096	5	0	0	0	0	0	0
ASV.1097	5	0	0	0	0	0	0
ASV.1098	5	0	0	0	0	0	0
ASV.1099	5	0	0	0	0	0	0
ASV.1100	5	0	0	0	0	0	0
ASV.1101	5	0	0	0	0	0	0
ASV.1102	5	0	0	0	0	0	0
ASV.1103	5	0	0	0	0	0	0
ASV.1104	5	0	0	0	0	0	0
ASV.1105	5	0	0	0	0	0	0
ASV.1106	5	0	0	0	0	0	0
ASV.1107	5	0	0	0	0	0	0
ASV.1108	5	0	0	0	0	0	0
ASV.1110	5	0	0	0	0	0	0
ASV.1111	0	5	0	0	0	0	0
ASV.1112	0	5	0	0	0	0	0
ASV.1113	0	5	0	0	0	0	0
ASV.1114	0	5	0	0	0	0	0
ASV.1115	0	5	0	0	0	0	0
ASV.1116	0	5	0	0	0	0	0
ASV.1117	0	5	0	0	0	0	0
ASV.1118	0	5	0	0	0	0	0
ASV.1119	0	5	0	0	0	0	0
ASV.1120	0	5	0	0	0	0	0
ASV.1121	0	5	0	0	0	0	0
ASV.1122	0	5	0	0	0	0	0
ASV.1123	0	5	0	0	0	0	0
ASV.1124	0	5	0	0	0	0	0
ASV.1125	0	5	0	0	0	0	0
ASV.1126	0	5	0	0	0	0	0
ASV.1127	0	5	0	0	0	0	0
ASV.1128	0	5	0	0	0	0	0
ASV.1129	0	5	0	0	0	0	0
ASV.1130	0	5	0	0	0	0	0
ASV.1131	0	5	0	0	0	0	0
ASV.1132	0	5	0	0	0	0	0
ASV.1133	0	5	0	0	0	0	0
ASV.1134	0	0	5	0	0	0	0
ASV.1136	0	0	5	0	0	0	0
ASV.1137	0	0	5	0	0	0	0
ASV.1138	0	0	5	0	0	0	0
ASV.1140	0	0	5	0	0	0	0
ASV.1141	0	0	5	0	0	0	0
ASV.1142	0	0	5	0	0	0	0
ASV.1143	0	0	5	0	0	0	0
ASV.1144	0	0	5	0	0	0	0
ASV.1145	0	0	5	0	0	0	0
ASV.1147	0	0	5	0	0	0	0
ASV.1149	0	0	5	0	0	0	0
ASV.1150	0	0	2	0	3	0	0
ASV.1151	0	0	5	0	0	0	0
ASV.1153	0	0	5	0	0	0	0
ASV.1154	0	0	5	0	0	0	0
ASV.1156	0	0	0	5	0	0	0
ASV.1157	0	0	0	5	0	0	0
ASV.1158	0	0	0	5	0	0	0
ASV.1160	0	0	0	5	0	0	0
ASV.1161	0	0	0	5	0	0	0
ASV.1163	0	0	0	5	0	0	0
ASV.1164	0	0	0	5	0	0	0
ASV.1166	0	0	0	5	0	0	0
ASV.1167	0	0	0	5	0	0	0
ASV.1168	0	0	0	5	0	0	0
ASV.1169	0	0	0	5	0	0	0
ASV.1170	0	0	0	5	0	0	0
ASV.1171	0	0	0	5	0	0	0
ASV.1172	0	0	0	5	0	0	0
ASV.1173	0	0	0	5	0	0	0
ASV.1174	0	0	0	5	0	0	0
ASV.1176	0	0	0	5	0	0	0
ASV.1177	0	0	0	5	0	0	0
ASV.1178	0	0	0	5	0	0	0
ASV.1179	0	0	0	5	0	0	0
ASV.1180	0	0	0	5	0	0	0
ASV.1182	0	0	0	5	0	0	0
ASV.1183	0	0	0	5	0	0	0
ASV.1184	0	0	0	5	0	0	0
ASV.1185	0	0	0	5	0	0	0
ASV.1186	0	0	0	5	0	0	0
ASV.1187	0	0	0	5	0	0	0
ASV.1188	0	0	0	5	0	0	0
ASV.1189	0	0	0	5	0	0	0
ASV.1191	0	0	0	5	0	0	0
ASV.1192	0	0	0	5	0	0	0
ASV.1193	0	0	0	5	0	0	0
ASV.1194	0	0	0	5	0	0	0
ASV.1195	0	0	0	5	0	0	0
ASV.1197	0	0	0	5	0	0	0
ASV.1198	0	0	0	5	0	0	0
ASV.1200	0	0	0	5	0	0	0
ASV.1201	0	0	0	5	0	0	0
ASV.1202	0	0	0	5	0	0	0
ASV.1203	0	0	0	5	0	0	0
ASV.1204	0	0	0	5	0	0	0
ASV.1205	0	0	0	5	0	0	0
ASV.1207	0	0	0	5	0	0	0
ASV.1209	0	0	0	5	0	0	0
ASV.1210	0	0	0	5	0	0	0
ASV.1211	0	0	0	5	0	0	0
ASV.1212	0	0	0	5	0	0	0
ASV.1213	0	0	0	5	0	0	0
ASV.1214	0	0	0	5	0	0	0
ASV.1215	0	0	0	5	0	0	0
ASV.1216	0	0	0	5	0	0	0
ASV.1217	0	0	0	5	0	0	0
ASV.1218	0	0	0	5	0	0	0
ASV.1219	0	0	0	5	0	0	0
ASV.1220	0	0	0	5	0	0	0
ASV.1221	0	0	0	5	0	0	0
ASV.1222	0	0	0	5	0	0	0
ASV.1223	0	0	0	5	0	0	0
ASV.1225	0	0	0	5	0	0	0
ASV.1227	0	0	0	0	5	0	0
ASV.1228	0	0	0	0	5	0	0
ASV.1229	0	0	0	0	5	0	0
ASV.1230	0	0	0	0	5	0	0
ASV.1231	0	0	0	0	2	3	0
ASV.1232	0	0	0	0	5	0	0
ASV.1233	0	0	0	0	5	0	0
ASV.1234	0	0	0	0	5	0	0
ASV.1235	0	0	0	0	5	0	0
ASV.1236	0	0	0	0	5	0	0
ASV.1237	0	0	0	0	5	0	0
ASV.1239	0	0	0	0	5	0	0
ASV.1240	0	0	0	0	5	0	0
ASV.1241	0	0	0	0	5	0	0
ASV.1242	0	0	0	0	5	0	0
ASV.1243	0	0	0	0	5	0	0
ASV.1244	0	0	0	0	5	0	0
ASV.1246	0	0	0	0	5	0	0
ASV.1247	0	0	0	0	5	0	0
ASV.1249	0	0	0	0	5	0	0
ASV.1252	0	0	0	0	5	0	0
ASV.1254	0	0	0	0	5	0	0
ASV.1256	0	0	0	0	5	0	0
ASV.1257	0	0	0	0	0	5	0
ASV.1258	0	0	0	0	0	5	0
ASV.1259	0	0	0	0	0	5	0
ASV.1260	0	0	0	0	0	5	0
ASV.1262	0	0	0	0	0	5	0
ASV.1263	0	0	0	0	0	5	0
ASV.1264	0	0	0	0	0	5	0
ASV.1265	0	0	0	0	0	5	0
ASV.1266	0	0	0	0	0	5	0
ASV.1267	0	0	0	0	0	5	0
ASV.1268	0	0	0	0	0	5	0
ASV.1269	0	0	0	0	0	5	0
ASV.1270	0	0	0	0	0	5	0
ASV.1271	0	0	0	0	0	5	0
ASV.1272	0	0	0	0	0	5	0
ASV.1273	0	0	0	0	0	5	0
ASV.1274	0	0	0	0	0	5	0
ASV.1275	0	0	0	0	0	5	0
ASV.1276	0	0	0	0	0	5	0
ASV.1277	0	0	0	0	0	5	0
ASV.1278	0	0	0	0	0	5	0
ASV.1279	0	0	0	0	0	5	0
ASV.1280	0	0	0	0	0	5	0
ASV.1281	0	0	0	0	0	5	0
ASV.1282	0	0	0	0	0	5	0
ASV.1283	0	0	0	0	0	5	0
ASV.1284	0	0	0	0	0	5	0
ASV.1285	0	0	0	0	0	5	0
ASV.1287	0	0	0	0	0	0	5
ASV.1289	0	0	0	0	0	0	5
ASV.1290	0	0	0	0	0	0	5
ASV.1291	0	0	0	0	0	0	5
ASV.1292	0	0	0	0	0	0	5
ASV.1293	0	0	0	0	0	0	5
ASV.1294	4	0	0	0	0	0	0
ASV.1295	4	0	0	0	0	0	0
ASV.1296	4	0	0	0	0	0	0
ASV.1297	4	0	0	0	0	0	0
ASV.1298	4	0	0	0	0	0	0
ASV.1299	4	0	0	0	0	0	0
ASV.1300	4	0	0	0	0	0	0
ASV.1301	4	0	0	0	0	0	0
ASV.1302	4	0	0	0	0	0	0
ASV.1303	4	0	0	0	0	0	0
ASV.1304	4	0	0	0	0	0	0
ASV.1305	4	0	0	0	0	0	0
ASV.1306	4	0	0	0	0	0	0
ASV.1307	4	0	0	0	0	0	0
ASV.1308	4	0	0	0	0	0	0
ASV.1309	4	0	0	0	0	0	0
ASV.1310	4	0	0	0	0	0	0
ASV.1311	4	0	0	0	0	0	0
ASV.1312	4	0	0	0	0	0	0
ASV.1313	4	0	0	0	0	0	0
ASV.1314	4	0	0	0	0	0	0
ASV.1315	4	0	0	0	0	0	0
ASV.1316	4	0	0	0	0	0	0
ASV.1317	4	0	0	0	0	0	0
ASV.1318	4	0	0	0	0	0	0
ASV.1319	4	0	0	0	0	0	0
ASV.1320	4	0	0	0	0	0	0
ASV.1321	4	0	0	0	0	0	0
ASV.1322	4	0	0	0	0	0	0
ASV.1323	4	0	0	0	0	0	0
ASV.1324	4	0	0	0	0	0	0
ASV.1325	4	0	0	0	0	0	0
ASV.1326	4	0	0	0	0	0	0
ASV.1327	4	0	0	0	0	0	0
ASV.1328	4	0	0	0	0	0	0
ASV.1329	0	4	0	0	0	0	0
ASV.1330	0	4	0	0	0	0	0
ASV.1331	0	4	0	0	0	0	0
ASV.1332	0	4	0	0	0	0	0
ASV.1333	0	4	0	0	0	0	0
ASV.1334	0	4	0	0	0	0	0
ASV.1335	0	4	0	0	0	0	0
ASV.1336	0	4	0	0	0	0	0
ASV.1337	0	4	0	0	0	0	0
ASV.1338	0	4	0	0	0	0	0
ASV.1339	0	4	0	0	0	0	0
ASV.1340	0	4	0	0	0	0	0
ASV.1341	0	4	0	0	0	0	0
ASV.1342	0	4	0	0	0	0	0
ASV.1343	0	4	0	0	0	0	0
ASV.1344	0	4	0	0	0	0	0
ASV.1345	0	4	0	0	0	0	0
ASV.1346	0	2	2	0	0	0	0
ASV.1347	0	4	0	0	0	0	0
ASV.1349	0	4	0	0	0	0	0
ASV.1350	0	4	0	0	0	0	0
ASV.1351	0	4	0	0	0	0	0
ASV.1352	0	4	0	0	0	0	0
ASV.1353	0	4	0	0	0	0	0
ASV.1354	0	2	2	0	0	0	0
ASV.1355	0	4	0	0	0	0	0
ASV.1356	0	4	0	0	0	0	0
ASV.1357	0	4	0	0	0	0	0
ASV.1358	0	2	2	0	0	0	0
ASV.1359	0	4	0	0	0	0	0
ASV.1360	0	4	0	0	0	0	0
ASV.1361	0	4	0	0	0	0	0
ASV.1362	0	4	0	0	0	0	0
ASV.1363	0	4	0	0	0	0	0
ASV.1365	0	4	0	0	0	0	0
ASV.1366	0	0	4	0	0	0	0
ASV.1367	0	0	4	0	0	0	0
ASV.1368	0	0	4	0	0	0	0
ASV.1369	0	0	4	0	0	0	0
ASV.1370	0	0	4	0	0	0	0
ASV.1371	0	0	4	0	0	0	0
ASV.1372	0	0	4	0	0	0	0
ASV.1373	0	0	4	0	0	0	0
ASV.1374	0	0	4	0	0	0	0
ASV.1375	0	0	4	0	0	0	0
ASV.1376	0	0	4	0	0	0	0
ASV.1377	0	0	4	0	0	0	0
ASV.1378	0	0	4	0	0	0	0
ASV.1379	0	0	4	0	0	0	0
ASV.1380	0	0	4	0	0	0	0
ASV.1381	0	0	4	0	0	0	0
ASV.1382	0	0	4	0	0	0	0
ASV.1383	0	0	4	0	0	0	0
ASV.1385	0	0	4	0	0	0	0
ASV.1387	0	0	4	0	0	0	0
ASV.1388	0	0	4	0	0	0	0
ASV.1389	0	0	4	0	0	0	0
ASV.1390	0	0	0	4	0	0	0
ASV.1391	0	0	0	4	0	0	0
ASV.1392	0	0	0	4	0	0	0
ASV.1393	0	0	0	4	0	0	0
ASV.1395	0	0	0	4	0	0	0
ASV.1396	0	0	0	4	0	0	0
ASV.1397	0	0	0	4	0	0	0
ASV.1398	0	0	0	4	0	0	0
ASV.1399	0	0	0	4	0	0	0
ASV.1400	0	0	0	4	0	0	0
ASV.1401	0	0	0	4	0	0	0
ASV.1402	0	0	0	4	0	0	0
ASV.1404	0	0	0	4	0	0	0
ASV.1405	0	0	0	4	0	0	0
ASV.1406	0	0	0	4	0	0	0
ASV.1407	0	0	0	4	0	0	0
ASV.1409	0	0	0	4	0	0	0
ASV.1410	0	0	0	4	0	0	0
ASV.1411	0	0	0	4	0	0	0
ASV.1412	0	0	0	4	0	0	0
ASV.1413	0	0	0	4	0	0	0
ASV.1414	0	0	0	4	0	0	0
ASV.1415	0	0	0	4	0	0	0
ASV.1416	0	0	0	4	0	0	0
ASV.1417	0	0	0	4	0	0	0
ASV.1418	0	0	0	4	0	0	0
ASV.1419	0	0	0	4	0	0	0
ASV.1420	0	0	0	4	0	0	0
ASV.1422	0	0	0	4	0	0	0
ASV.1423	0	0	0	4	0	0	0
ASV.1424	0	0	0	4	0	0	0
ASV.1425	0	0	0	4	0	0	0
ASV.1427	0	0	0	4	0	0	0
ASV.1428	0	0	0	4	0	0	0
ASV.1429	0	0	0	4	0	0	0
ASV.1430	0	0	0	4	0	0	0
ASV.1431	0	0	0	4	0	0	0
ASV.1432	0	0	0	4	0	0	0
ASV.1433	0	0	0	4	0	0	0
ASV.1435	0	0	0	4	0	0	0
ASV.1436	0	0	0	4	0	0	0
ASV.1437	0	0	0	4	0	0	0
ASV.1439	0	0	0	4	0	0	0
ASV.1440	0	0	0	4	0	0	0
ASV.1441	0	0	0	4	0	0	0
ASV.1442	0	0	0	4	0	0	0
ASV.1443	0	0	0	4	0	0	0
ASV.1444	0	0	0	4	0	0	0
ASV.1446	0	0	0	4	0	0	0
ASV.1448	0	0	0	4	0	0	0
ASV.1450	0	0	0	4	0	0	0
ASV.1451	0	0	0	4	0	0	0
ASV.1452	0	0	0	4	0	0	0
ASV.1453	0	0	0	4	0	0	0
ASV.1454	0	0	0	4	0	0	0
ASV.1456	0	0	0	4	0	0	0
ASV.1457	0	0	0	4	0	0	0
ASV.1458	0	0	0	0	4	0	0
ASV.1459	0	0	0	0	4	0	0
ASV.1460	0	0	0	0	4	0	0
ASV.1461	0	0	0	0	4	0	0
ASV.1462	0	0	0	0	4	0	0
ASV.1463	0	0	0	0	4	0	0
ASV.1464	0	0	0	0	4	0	0
ASV.1465	0	0	0	0	4	0	0
ASV.1466	0	0	0	0	4	0	0
ASV.1467	0	0	0	0	4	0	0
ASV.1468	0	0	0	0	4	0	0
ASV.1469	0	0	0	0	4	0	0
ASV.1470	0	0	0	0	4	0	0
ASV.1471	0	0	0	0	4	0	0
ASV.1472	0	0	0	0	4	0	0
ASV.1473	0	0	0	0	4	0	0
ASV.1474	0	0	0	0	4	0	0
ASV.1475	0	0	0	0	4	0	0
ASV.1476	0	0	0	0	4	0	0
ASV.1477	0	0	0	0	4	0	0
ASV.1478	0	0	0	0	4	0	0
ASV.1479	0	0	0	0	0	4	0
ASV.1481	0	0	0	0	0	4	0
ASV.1482	0	0	0	0	0	4	0
ASV.1483	0	0	0	0	0	4	0
ASV.1484	0	0	0	0	0	4	0
ASV.1485	0	0	0	0	0	4	0
ASV.1487	0	0	0	0	0	4	0
ASV.1488	0	0	0	0	0	4	0
ASV.1489	0	0	0	0	0	4	0
ASV.1490	0	0	0	0	0	4	0
ASV.1491	0	0	0	0	0	4	0
ASV.1492	0	0	0	0	0	4	0
ASV.1493	0	0	0	0	0	4	0
ASV.1494	0	0	0	0	0	4	0
ASV.1495	0	0	0	0	0	4	0
ASV.1496	0	0	0	0	0	4	0
ASV.1497	0	0	0	0	0	4	0
ASV.1498	0	0	0	0	0	4	0
ASV.1499	0	0	0	0	0	4	0
ASV.1500	0	0	0	0	0	4	0
ASV.1501	0	0	0	0	0	4	0
ASV.1503	0	0	0	0	0	4	0
ASV.1504	0	0	0	0	0	4	0
ASV.1505	0	0	0	0	0	4	0
ASV.1506	0	0	0	0	0	2	2
ASV.1507	0	0	0	0	0	2	2
ASV.1508	0	0	0	0	0	4	0
ASV.1510	0	0	0	0	0	4	0
ASV.1511	0	0	0	0	0	4	0
ASV.1513	0	0	0	0	0	4	0
ASV.1514	0	0	0	0	0	4	0
ASV.1515	0	0	0	0	0	0	4
ASV.1517	0	0	0	0	0	0	4
ASV.1518	0	0	0	0	0	0	4
ASV.1519	0	0	0	0	0	0	4
ASV.1520	0	0	0	0	0	0	4
ASV.1521	0	0	0	0	0	0	4
ASV.1522	0	0	0	0	0	0	4
ASV.1523	0	0	0	0	0	0	4
ASV.1524	3	0	0	0	0	0	0
ASV.1525	3	0	0	0	0	0	0
ASV.1526	3	0	0	0	0	0	0
ASV.1527	3	0	0	0	0	0	0
ASV.1528	3	0	0	0	0	0	0
ASV.1529	3	0	0	0	0	0	0
ASV.1531	3	0	0	0	0	0	0
ASV.1532	3	0	0	0	0	0	0
ASV.1533	3	0	0	0	0	0	0
ASV.1534	3	0	0	0	0	0	0
ASV.1535	3	0	0	0	0	0	0
ASV.1536	3	0	0	0	0	0	0
ASV.1537	3	0	0	0	0	0	0
ASV.1538	3	0	0	0	0	0	0
ASV.1539	3	0	0	0	0	0	0
ASV.1540	3	0	0	0	0	0	0
ASV.1541	3	0	0	0	0	0	0
ASV.1542	3	0	0	0	0	0	0
ASV.1543	3	0	0	0	0	0	0
ASV.1544	3	0	0	0	0	0	0
ASV.1545	3	0	0	0	0	0	0
ASV.1547	3	0	0	0	0	0	0
ASV.1548	3	0	0	0	0	0	0
ASV.1549	3	0	0	0	0	0	0
ASV.1550	3	0	0	0	0	0	0
ASV.1551	3	0	0	0	0	0	0
ASV.1552	3	0	0	0	0	0	0
ASV.1554	3	0	0	0	0	0	0
ASV.1555	3	0	0	0	0	0	0
ASV.1556	3	0	0	0	0	0	0
ASV.1557	3	0	0	0	0	0	0
ASV.1558	3	0	0	0	0	0	0
ASV.1559	3	0	0	0	0	0	0
ASV.1560	3	0	0	0	0	0	0
ASV.1561	3	0	0	0	0	0	0
ASV.1562	3	0	0	0	0	0	0
ASV.1563	3	0	0	0	0	0	0
ASV.1564	3	0	0	0	0	0	0
ASV.1565	3	0	0	0	0	0	0
ASV.1566	3	0	0	0	0	0	0
ASV.1567	3	0	0	0	0	0	0
ASV.1568	3	0	0	0	0	0	0
ASV.1569	3	0	0	0	0	0	0
ASV.1570	3	0	0	0	0	0	0
ASV.1571	3	0	0	0	0	0	0
ASV.1572	3	0	0	0	0	0	0
ASV.1573	3	0	0	0	0	0	0
ASV.1574	3	0	0	0	0	0	0
ASV.1575	3	0	0	0	0	0	0
ASV.1576	3	0	0	0	0	0	0
ASV.1577	3	0	0	0	0	0	0
ASV.1578	3	0	0	0	0	0	0
ASV.1579	3	0	0	0	0	0	0
